Ext.ID,Museum.Institution,Sampling.date,Catalogue.accession,Species,Collection.notes,Sex,Age,Year,Country,Region,Locality,Oral.health,Photo,Appearance,Sample.collected.from,Sampling.comments,Ext.Date,Sample.weight..g.,Qubit.concentration..ng.ul.,Qubit.date,Ext.comments,LP.date,Extract.vol.used,LP_BC_p5,LP_BC_p7,P5.Index,P7.Index,LP.copies,Ind.date,LP.vol.used,Ind.cycles,Ind.copies,Pool,Pooled.volume..ul.,Deep.Pool,Deep.Pool.vol,Instrument.model,archive,archive_project,archive_accession,project_name,publication_doi,download_links,download_md5s
RM_123,RMCA,20230328,1977.053-M-0018,Equus burchellii,Collector: Vandromme ,?,M3C,1977,Rwanda,,Gabiro,,N,,upper buccal molars; lower lingual canine and incisors,,20230726,0.019,24.6,20230727,Strongly coloured,20230831,4,14,1,7,7,1.97e+08,20230906,12,11,4.74e+10,Pool A,3,Pool U,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_124,RMCA,20230328,17456,Equus burchellii,Collector: Deflines ,male,M3C,<1946,Rwanda,,Akagera vallei,,Y,,"two anterior upper molars, buccal only",,20230726,0.018,13.5,20230727,coloured,20230831,10,14,2,7,7,4.93e+08,20230906,12,11,6.76e+09,Pool C,2,Pool X,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_125,RMCA,20230328,1759,Equus burchellii,Collector: Adler ,male,M3C,<1913,Congo (DR),,Kibarras plateau,,N,,"upper incisors and lower molars lungual, lower incisors and upper molars buccal",,20230726,0.018,4.9,20230727,,20230831,20,14,7,7,7,2.82e+08,20230906,12,11,6.35e+10,Pool A,3,Pool T,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_126,RMCA,20230329,32796,Equus burchellii,Collector: Vandromme ,male,M3C,1964,Rwanda,,Gabiro,,N,,upper front right molars,,20230808,0.016,9.56,20230809,Strongly coloured,20230811,10,12,8,4,4,77500000,20230904,12,11,1.15e+10,Pool C,4,Pool W,4,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_127,RMCA,20230328,13837,Equus burchellii,Collector: Van den Berghe ,male,M3C,1936,Rwanda,,Katodjo,,N,,all upper teeth,difficult to sample; maybe not enough,20230828,0.015,10.4,20230829,coloured,20230830,20,7,14,7,7,1.99e+08,20230920_7-7,12,11,2.26e+10,Pool B,3,Pool V,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_128,RMCA,20230329,1977.053-M-0019,Equus burchellii,Collector: Vandromme ,?,M3C,1977,Rwanda,,Gabiro,,N,,"two anterior left side molars, buccal only",big plaques,20230726,0.025,16,20230727,Strongly coloured,20230831,5,14,8,7,7,1.39e+08,20230906,12,11,2.72e+10,Pool B,3,Pool V,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_129,RMCA,20230329,1253,Equus burchellii,Collector: Sharp ,female,M3C,1912,Congo (DR),,Kitangala,,N,,"upper molars inner left, outer right; lower incisors",,20230608,0.027,12.600,20230609,,20230613,20,15,15,2,2,1840000,20230616,18,10,1.3e+09,Pool C,4,Pool Y,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_130,RMCA,20230329,34824,Equus burchellii,Collector: Vandromme ,male,M3C,1966,Rwanda,,Gabiro,,N,,"three anterior left side molars, buccal only",,20230726,0.019,10.8,20230727,Strongly coloured,20230831,5,14,9,7,7,3.32e+08,20230906,12,11,2.47e+10,Pool B,3,Pool V,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_131,RMCA,20230329,2680,Equus burchellii,Collector: ministerie van colonieen ,?,M1,<1914,Congo (DR),,Kapiri,,N,,molars; upper incisors,maybe not enough; soft and difficult to sample,20230726,0.016,6.01,20230727,coloured,20230831,10,14,12,7,7,99300000,20230906,12,11,4.06e+10,Pool B,2,Pool U,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_133,RMCA,20230329,1978.026-M-0006,Equus burchellii,Collector: Vandromme ,?,M2,<1978,Rwanda,,Akagera,,N,,all incisors+ first upper molar from the right side; buccal only,,20230726,0.019,37.3,20230727,,20230831,10,14,15,7,7,7.88e+08,20230906,12,11,9.34e+10,Pool A,3,Pool S,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_135,RMCA,20230329,1977.053-M-0020,Equus burchellii,Collector: Vandromme ,?,M3C,1977,Rwanda,,Gabiro,,N,,,,20230726,0.027,12.6,20230727,,20230801,20,8,7,4,4,3.31e+08,20230905,12,11,5.06e+08,Pool D,5,Pool Z,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_136,RMCA,20230329,1978.026-M-0007,Equus burchellii,Collector: Vandromme ,?,M3C,<1978,Rwanda,,Akagera,,N,,"two posterior upper molars from each side and upper canines, buccal only ",,20230726,0.027,24.7,20230727,Strongly coloured,20230831,4,15,1,7,7,2.28e+08,20230906,12,11,5.03e+10,Pool A,3,Pool T,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_137,RMCA,20230329,38126,Equus burchellii,Collector: Vandromme ,male,M3C,<1972,Rwanda,,?,,Y,,"two anterior upper molars from each side and upper canines, buccal only ",,20230726,0.018,12.2,20230727,coloured,20230801,10,8,9,4,4,2.99e+08,20230905,12,11,4.17e+09,Pool C,4,Pool X,4,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_138,RMCA,20230329,35100,Equus burchellii,Collector: Vandromme ,male,M3C,1966,Rwanda,,Gabiro,,N,,upper molars,,20230808,0.016,12.4,20230809,Strongly coloured,20230811,10,12,9,4,4,1.31e+08,20230904,12,11,2.25e+10,Pool B,3,Pool V,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_140,RMCA,20230329,33519,Equus burchellii,Collector: Vandromme ,male,M3C,1964,Rwanda,,Gabiro,,N,,upper front molars lingual and buccal,,20230808,0.013,9.31,20230809,Coloured,20230811,10,12,14,4,4,1.52e+08,20230904,12,11,2.09e+10,Pool B,3,Pool W,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_142,RMCA,20230329,25673,Giraffa camelopardalis,Collector: Poll ,?,M3P4,<1957,Congo (DR),,Gangala Na Bodio,,Y,,lower molars,,20230713,0.026,6.45,20230714,coloured,20230809,10,12,8,5,5,40200000,20230907,12,11,1.79e+10,Pool B,3,Pool W,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_144,RMCA,20230329,3747,Giraffa camelopardalis,Collector: de Calonne ,male,M3,1914,Congo (DR),,Kapili,,N,,lower molars,,20230803,0.022,9.42,20230804,"Coloured, some precipitate in eluate",20230816,5,8,15,5,5,1.4e+07,20230907,12,11,1.21e+10,Pool C,4,Pool W,3.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_145,RMCA,20230329,3709,Giraffa camelopardalis,Collector: Lebrun ,male,M3P4,,Congo (DR),,Aiwa,,N,,three posterior upper molars left side,,20230814,0.021,7.61,20230815,Coloured,20230821,10,9,15,6,6,91300000,20230908,12,11,1.2e+10,Pool C,4,Pool W,3.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_146,RMCA,20230329,25548,Giraffa camelopardalis,Collector: Poll ,male,M3P4,1956,Congo (DR),,Gangala Na Bodio,,N,,upper molars outer side,,20230814,0.023,3.22,20230815,Coloured,20230821,10,12,1,6,6,5150000,20230908,12,11,1.08e+09,Pool C,4,Pool Y,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_147,RMCA,20230329,2213,Syncerus caffer,Collector: Christy ,female,M2W,1912,Congo (DR),,Makala,,N,,lower rear molars buccal side,,20230808,0.02,4.42,20230809,Coloured,20230811,20,14,12,4,4,4200000,20230905,12,11,2.56e+08,Pool D,5,Pool Z,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_149,RMCA,20230329,2501,Syncerus caffer,Collector: Christy ,male,M3W,1913,Congo (DR),,Mawambi,,N,,lower rear molars buccal side right,,20230808,0.024,7.9,20230809,,20230811,20,15,1,4,4,897000,20230920_remainder,12,14,8.15e+09,Pool C,4,Pool X,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_151,RMCA,20230329,6045,Syncerus caffer,Collector: Pilette ,?,M3,<1898,Congo (DR),,?,,N,,"fourth lower molar right side, lingual only",,20230808,0.02,6.66,20230809,Coloured,20230811,20,15,7,4,4,1160000,20230905,12,11,64900000,Pool D,5,Pool Z,5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_152,RMCA,20230329,2949,Syncerus caffer,Collector: Christy ,female,M3W,1913,Congo (DR),,Mambamuku,,N,,inner lower right molars,,20230808,0.022,6.03,20230809,,20230811,20,15,8,4,4,2360000,20230905,12,11,2e+08,Pool D,5,Pool Z,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_153,RMCA,20230329,2220,Syncerus caffer,Collector: Christy ,male,M3,1913,Congo (DR),,Mawambi,,N,,"second and third lower molar right side, lingual only",,20230816,0.018,10.1,20230818,,20230824,20,2,15,7,7,2560000,20230920_7-7,12,11,4.21e+09,Pool C,4,Pool X,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_155,RMCA,20230329,6044,Syncerus caffer,Collector: Pilette ,?,M3W,<1898,Congo (DR),,?,,N,,second to last left molar; lingual side,,20230816,0.016,1.8,20230818,,20230824,20,7,2,7,7,1950000,20230920_7-7,12,11,2.03e+10,Pool B,3,Pool W,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_156,RMCA,20230329,2751,Syncerus caffer,Collector: Maes ,?,M3W,1914,Congo (DR),,Oshwe,,N,,lower molars,,20230816,0.02,2.88,20230818,,20230824,20,7,8,7,7,11700000,20230920_7-7,12,11,2.78e+10,Pool B,3,Pool V,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_162,RMCA,20230330,5921,Ceratotherium simum,Collector: Pilette ,?,M1,<1898,Congo (DR),,?,,N,,"two last lower molars from left, buccal side only",,20230717,0.017,3.83,20230718,"3,5 min incubation with EB",20230721,20,8,1,3,3,1.49e+08,20230920_3-3,10,11,2.78e+09,Pool C,4,Pool Y,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_164,RMCA,20230330,3880,Ceratotherium simum, ,?,M2,,?,,?,,Y,,"third lower molar from left, buccal only, buccal only",,20230814,0.018,3.33,20230815,,20230821,20,9,2,6,6,1.13e+08,20230908,12,11,8.92e+08,Pool D,5,Pool Y,4,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_167,RMCA,20230330,3881,Ceratotherium simum,Collector: de Calonne ,?,M2,<1915(?),Congo (DR),,Faradje,,N,,"second and third lower molar, left side",,20230703,0.02,23.000,20230704,,20230706,20,2,7,2,2,2.56e+08,20230818,18,11,1.67e+10,Pool B,3,Pool W,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_169,RMCA,20230330,5920,Ceratotherium simum,Collector: Pilette ,?,M2,<1898,Congo (DR),,?,,N,,"second to last lower molar, buccal only",big plaques,20230703,0.018,29.900,20230704,RM_169 and RM_171 in the wrong order after incubation,20230706,20,2,8,2,2,67300000,20230818,18,11,5.67e+08,Pool D,5,Pool Z,0.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_171,RMCA,20230330,5926,Ceratotherium simum,Collector: Pilette ,?,M2,<1898,Congo (DR),,?,,N,,left-side lower molars buccal only,,20230703,0.014,5.290,20230704,RM_169 and RM_171 in the wrong order after incubation,20230706,20,2,9,2,2,1.54e+08,20230818,18,11,6.96e+10,Pool A,3,Pool T,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_172,RMCA,20230330,5927,Ceratotherium simum,Collector: Pilette ,?,M1,<1898,Congo (DR),,?,,N,,"second and third right-side lower molar, buccal only",,20230703,0.011,8.150,20230704,,20230706,20,2,12,2,2,3.21e+08,20230818,18,11,5.24e+10,Pool A,3,Pool T,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_173,RMCA,20230330,1983.006-M-0001,Papio anubis,Collector: Colyn ,male,M3,1982,Congo (DR),,Tshopo,,N,,upper molars and canines; lower canines and outer molars,,20230707,0.018,9.49,20230708,,20230712,20,8,2,2,2,3.74e+08,20230720,12,10,6.75e+10,Pool A,3,Pool T,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_175,RMCA,20230330,1983.006-M-0005,Papio anubis,Collector: Colyn ,male,M3,1980,Congo (DR),,Tshopo,,N,,upper canines and incisors,,20230707,0.013,10.2,20230708,,20230712,20,8,7,2,2,4.02e+08,20230720,12,10,1.77e+10,Pool B,3,Pool W,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_176,RMCA,20230330,5922,Ceratotherium simum,Collector: Pilette ,?,pd4,<1898,Congo (DR),,?,,Y,,"lower molars buccal, front ones also lingual","maybe not enough, enamel chipping off",20230803,0.017,2.53,20230804,,20230816,20,8,1,5,5,2.6e+08,20230907,12,11,6.31e+10,Pool A,3,Pool T,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_177,RMCA,20230330,1983.006-M-0004,Papio anubis,Collector: Colyn ,male,M3,1980,Congo (DR),,Tshopo,,N,,all teeth,not enough,20230707,0.008,2.12,20230708,,20230712,20,8,9,2,2,4.3e+08,20230720,12,10,1.17e+11,Pool A,2,Pool S,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_178,RMCA,20230330,5924,Ceratotherium simum,Collector: Pilette ,?,pd4,<1898,Congo (DR),,?,,N,,"first three from right lower molar buccal, first two from left lingual",,20230803,0.024,9.39,20230804,,20230816,20,8,2,5,5,1.86e+08,20230907,12,11,3.44e+10,Pool B,2,Pool V,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_179,RMCA,20230330,1983.006-M-0002,Papio anubis,Collector: Colyn ,male,M3,1981,Congo (DR),,Tshopo,,N,,upper left canine and first molars; lower left canine,,20230707,0.02,5.87,20230708,,20230712,20,8,12,2,2,2.69e+08,20230720,12,10,8.07e+10,Pool A,3,Pool S,4,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_180,RMCA,20230330,1983.006-M-0003,Papio anubis,Collector: Colyn ,male,M3,1981,Congo (DR),,Tshopo,,N,,all teeth,? maybe not enough?,20230809,0.01,2.8,20230810,,20230815,20,15,12,4,4,5.18e+08,20230905,12,11,1.37e+10,Pool B,3,Pool W,3.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_181,RMCA,20230330,5925,Ceratotherium simum,Collector: Pilette ,?,M2,<1898,Congo (DR),,?,,N,,left-side lower mandibles buccal only,,20230803,0.013,3.36,20230804,,20230816,20,7,14,5,5,14100000,20230907,12,11,1.45e+10,Pool B,3,Pool W,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_182,RMCA,20230330,1990.042-M-0225,Papio anubis,Collector: Colyn ,male,M3,1982,Congo (DR),,Tshopo,,N,,incisors and canines; upper outer molars,,20230719,0.018,10.6,20230720,,20230721,20,8,9,3,3,3.51e+08,20230920_3-3,10,11,3.7e+09,Pool C,4,Pool X,4,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_183,RMCA,20230330,1983.006-M-0006&1990.042-M-0224,Papio anubis,Collector: Colyn ,male,M3,1979,Congo (DR),,Tshopo,,Y&N,,upper canines both sides; upper left-side molars buccal only&,,20230609,0.019,9.610,20230610,,20230613,20,9,9,4,4,2670000,20230616,18,10,2.93e+10,Pool B,3,Pool V,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_184,RMCA,20230330,2230,Papio anubis,Collector: Christy ,male,M3,1913,Congo (DR),,Mawambi,,N,,all teeth,,20230609,0.008,7.840,20230610,,20230613,20,12,12,4,4,1240000,20230616,18,10,3.34e+09,Pool C,4,Pool Y,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_185,RMCA,20230330,6317,Papio anubis,Collector: Van Saceghem ,?,M3,<1925,Rwanda,,Kisenyi,,N,,all teeth,collector died 1965. Worked in Kisani Rwanda in 1925 and 1930,20230809,0.016,2.73,20230810,,20230815,20,15,14,4,4,6.32e+08,20230905,12,11,4.72e+10,Pool A,3,Pool U,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_186,RMCA,20230330,17680,Papio anubis,Collector: Vrijdagh ,male,M3,1942,Congo (DR),,Niarembe,,N,small localized white patches,all teeth buccal only (localized),,20230719,0.021,2.72,20230720,,20230721,20,8,12,3,3,1.91e+08,20230920_3-3,10,11,1.05e+10,Pool C,4,Pool W,4,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_187,RMCA,20230330,11153,Papio anubis,Collector: Hutsebaut ,?,M3,1931,Congo (DR),,Buta,,N,,all teeth,maybe not enough,20230719,0.012,6.43,20230720,less eluate than the rest,20230721,20,8,14,3,3,3.1e+08,20230920_3-3,10,11,3.13e+10,Pool B,3,Pool V,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_188,RMCA,20230330,10416,Papio anubis,Collector: Hutsebaut ,?,M3,<1930,Congo (DR),,Buta,,N,,all teeth,maybe not enough,20230719,0.018,11.6,20230720,,20230721,20,8,15,3,3,3.51e+08,20230920_3-3,10,11,7.28e+09,Pool C,4,Pool X,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_189,RMCA,20230330,9244,Papio anubis,Collector: Flamand ,?,M3,<1927,Congo (DR),,Bafwaboli,,N,,all teeth,most likely 1927,20230719,0.015,4.7,20230720,,20230721,20,9,1,3,3,2.67e+08,20230920_3-3,10,11,8.37e+09,Pool C,4,Pool X,1.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_190,RMCA,20230330,10444,Papio anubis,Collector: Hutsebaut ,?,M3,<1930,Congo (DR),,Buta,,N,,all  maxilla teeth,maybe not enough,20230719,0.015,10.9,20230720,,20230721,20,9,2,3,3,4.84e+08,20230920_3-3,10,11,4.28e+09,Pool C,4,Pool X,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_191,RMCA,20230330,9243,Papio anubis,Collector: Flamand ,?,M3,1926,Congo (DR),,Bafwaboli,,N,,,,20230609,0.028,13.100,20230610,,20230620,20,2,2,8,8,4600000,20230622,18,11,1.2e+10,Pool C,4,Pool W,3.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_192,RMCA,20230330,14695,Papio anubis,Collector: Lefevre ,?,M3,<1938,Congo (DR),,Mulungu,,N,,all teeth,,20230719,0.016,1,20230720,,20230721,20,9,7,3,3,1.4e+08,20230920_3-3,10,11,7.14e+09,Pool C,2,Pool X,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_193,RMCA,20230331,715,Okapia johnstoni,Collector: Mertens ,male,M3,<1904,Congo (DR),,Semliki,,Y,,"two posterior right-side lower molars, lingual only",,20230626,0.02,0.422,20230627,,20230628,20,1,8,1,1,9720000,20230724,18,11,2.9e+09,Pool C,4,Pool Y,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_195,RMCA,20230331,489,Okapia johnstoni,Collector: Jadoul ,female,M3,<1903,Congo (DR),,Ituri,,N,white and brown,three posterior right-side upper molars buccal only,,20230626,0.017,1.520,20230627,,20230628,20,1,12,1,1,3.72e+08,20230724,18,11,3.07e+11,Pool A,1,Pool S,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_197,RMCA,20230331,1192,Okapia johnstoni,Collector: Wilmet ,male,M3,<1912,Congo (DR),,Wamba,,N,,last lower molar from each side,,20230713,0.012,0.796,20230714,,20230719,20,2,7,3,3,21500000,20230905,12,11,55300000,Pool D,5,Pool Z,4,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_199,RMCA,20230331,752 b,Okapia johnstoni,Collector: Van Hulde ,?,M1,<1906,Congo (DR),,Mawambi,,N,,two posterior lower molars from each side,tooth chipping off,20230717,0.015,1.28,20230718,"3,5 min incubation with EB",20230721,20,2,8,3,3,5.37e+08,20230920_3-3,10,11,5.85e+09,Pool C,2,Pool X,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_200,RMCA,20230331,2918,Okapia johnstoni,Collector: Hutereau ,?,M3,<1914,Congo (DR),,Uele,,N,,three posterior right-side upper molars,,20230803,0.024,1.37,20230804,,20230816,20,8,7,6,6,5840000,20230908,12,11,1.9e+10,Pool B,3,Pool W,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_201,RMCA,20230331,3074,Okapia johnstoni,Collector: Bonnevie ,male,M3P3,<1914,Congo (DR),,Beni,,N,,three posterior right-side upper molars,,20230803,0.025,0.602,20230804,,20230816,20,8,9,6,6,7180000,20230908,12,11,1.2e+10,Pool C,4,Pool W,3.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_202,RMCA,20230331,3073,Okapia johnstoni,Collector: Bonnevie ,male,M3,<1914,Congo (DR),,Beni,,N,,three posterior left-side lower molars,,20230803,0.029,1.37,20230804,Strongly coloured,20230816,15,8,14,6,6,2670000,20230908,12,11,2.35e+09,Pool C,4,Pool Y,1.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_203,RMCA,20230331,2904,Okapia johnstoni,Collector: Thelie ,female,M3,<1914,Congo (DR),,Kilo,,N,,all left-side upper molars,,20230803,0.028,4.25,20230804,Coloured,20230816,20,8,12,6,6,1.03e+08,20230908,12,11,3.45e+10,Pool B,2,Pool V,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_205,RMCA,20230331,6293,Okapia johnstoni,Collector: ministerie van colonieen ,male,M3,<1923,Congo (DR),,Uele,,N,,two posterior right-side lower molars,,20230803,0.023,18.6,20230804,Coloured,20230816,10,8,2,6,6,40800000,20230908,12,11,2.48e+10,Pool B,3,Pool V,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_206,RMCA,20230331,11043,Okapia johnstoni,Collector: Libois ,?,M3,1930,Congo (DR),,Kanwa,,N,,"left side upper molars, buccal only",,20230814,0.026,11,20230815,Coloured,20230821,10,12,7,6,6,2.33e+08,20230908,12,11,3.35e+10,Pool B,2,Pool V,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_207,RMCA,20230331,9731,Papio anubis,Collector: Dorsinfang ,?,M3,<1929,Congo (DR),,Lungu,,N,,"all upper molars, lower canines, incisors and lingual side of lower molars",,20230809,0.011,3.12,20230810,,20230815,20,1,2,5,5,2.57e+08,20230907,12,11,5.1e+10,Pool A,3,Pool T,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_208,RMCA,20230331,9730,Papio anubis,Collector: Dorsinfang ,?,M3,<1929,Congo (DR),,Lungu,,N,,all incisors and canines + buccal side of lower molars,,20230809,0.01,2.63,20230810,,20230815,20,1,7,5,5,3.59e+08,20230907,12,11,6.92e+10,Pool A,3,Pool T,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_209,RMCA,20230331,6025,Papio anubis,Collector: Pilette ,male,M3,,Congo (DR),,?,,N,,all incisors and canines + lower molars,maybe not enough,20230809,0.01,6.72,20230810,,20230815,20,1,8,5,5,46200000,20230907,12,11,1.68e+10,Pool B,3,Pool W,2.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_210,RMCA,20230331,6026,Papio anubis,Collector: Pilette ,?,M3,,Congo (DR),,?,,N,,lower incisors and canines,,20230809,0.02,8.9,20230810,coloured,20230815,20,1,9,5,5,1.52e+09,20230907,12,11,9.91e+10,Pool A,3,Pool S,3,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_211,RMCA,20230331,6343,Giraffa camelopardalis,Collector: Pilette ,?,M3P4,<1923,Tanzania,,Ufipa,,N,,posterior left-side lower molar + two lower incisors from left,,20230803,0.015,5.93,20230804,Coloured,20230816,10,8,14,5,5,33300000,20230907,12,11,1.84e+09,Pool C,4,Pool Y,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_212,RMCA,20230331,1196,Ceratotherium simum,Collector: Hutereau ,?,M1,<1912,Congo (DR),,Dungu,,N,white,"three anterior left-side lower molars buccal, second and third anterior right-side lower molars",,20230803,0.014,6.74,20230804,,20230816,20,7,15,5,5,98400000,20230907,12,11,5.98e+10,Pool A,3,Pool T,1,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_213,RMCA,20230331,36512,Ceratotherium simum,Collector: De Saeger ,?,M2,1952,Congo (DR),,"Garamba park, cel II",tooth decay? (photo),Y,white,three anterior left-side lower molars buccal only,,20230814,0.01,8.87,20230815,,20230821,20,9,7,6,6,68400000,20230908,12,11,7.36e+08,Pool D,5,Pool Z,0.5,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
RM_C03,RMCA,20230329,Environmental control,Environmental control,Swab from zebra shelves. ,,,,,,,,N,,,,20230803,NA,0.121,20230804,,20230816,20,8,7,5,5,1820000,20230907,12,11,2.31e+09,Pool C,1,Pool T,2,Illumina NovaSeq X Plus,NA,NA,NA,NA,NA,NA,NA
Rt1,Natural History Museum of Stockholm,20170309,614691,Rangifer tarandus,,,,1861,Norway,Svalbard,Spitsbergen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165000,NA,NA,NA,NA,NA,NA,NA,NA,Illumina HiSeq 2500,ENA,PRJEB33363,ERS4545915,Brealey2020,10.1093/molbev/msaa135,ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/005/ERR4172835/ERR4172835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/005/ERR4172835/ERR4172835_2.fastq.gz,7ea96d95186d2b7fa9e73929ce2e6ad5;0464a4adf47439a22b86f3dd42d1aba3
Rt11,Natural History Museum of Stockholm,20170309,614671,Rangifer tarandus,,Male,,1950,Norway,,South-west Norway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12100000,NA,NA,NA,NA,NA,NA,NA,NA,Illumina HiSeq 2500,ENA,PRJEB33363,ERS4545918,Brealey2020,10.1093/molbev/msaa135,ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/007/ERR4172817/ERR4172817_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR417/007/ERR4172817/ERR4172817_2.fastq.gz,67e25cf74c8171393c71c75029a8e05e;fafd9da9377bda2374a8f1e63617eacf
